community_id,size
0,802
1,528
2,387
3,387
4,258
5,243
6,234
7,228
8,227
9,223
10,213
11,201
12,187
13,170
14,162
15,152
16,152
17,146
18,145
19,133
20,129
21,124
22,116
23,114
24,112
25,98
26,92
27,87
28,80
29,77
30,75
31,70
32,64
33,61
34,60
35,57
36,56
37,53
38,53
39,50
40,50
41,48
42,48
43,47
44,47
45,47
46,45
47,44
48,43
49,43
50,43
51,42
52,42
53,39
54,38
55,37
56,37
57,37
58,37
59,35
60,35
61,35
62,34
63,34
64,34
65,33
66,32
67,32
68,30
69,29
70,29
71,29
72,28
73,28
74,27
75,27
76,27
77,27
78,27
79,27
80,26
81,25
82,25
83,25
84,25
85,25
86,24
87,24
88,24
89,24
90,24
91,23
92,23
93,23
94,23
95,23
96,23
97,23
98,22
99,22
100,22
101,22
102,22
103,22
104,21
105,21
106,21
107,20
108,20
109,20
110,20
111,20
112,20
113,20
114,19
115,19
116,19
117,19
118,19
119,19
120,19
121,19
122,19
123,18
124,18
125,18
126,18
127,18
128,18
129,18
130,17
131,17
132,17
133,17
134,17
135,17
136,17
137,17
138,17
139,17
140,17
141,17
142,16
143,16
144,16
145,16
146,16
147,16
148,16
149,16
150,16
151,16
152,16
153,16
154,16
155,16
156,16
157,16
158,16
159,16
160,15
161,15
162,15
163,15
164,15
165,15
166,15
167,15
168,15
169,15
170,15
171,15
172,14
173,14
174,14
175,14
176,14
177,14
178,14
179,14
180,14
181,14
182,14
183,13
184,13
185,13
186,13
187,13
188,13
189,13
190,13
191,13
192,13
193,13
194,13
195,13
196,13
197,13
198,13
199,13
200,13
201,13
202,13
203,13
204,13
205,12
206,12
207,12
208,12
209,12
210,12
211,12
212,12
213,12
214,12
215,12
216,12
217,12
218,12
219,12
220,12
221,12
222,12
223,12
224,12
225,12
226,11
227,11
228,11
229,11
230,11
231,11
232,11
233,11
234,11
235,11
236,11
237,11
238,11
239,11
240,11
241,11
242,11
243,11
244,11
245,10
246,10
247,10
248,10
249,10
250,10
251,10
252,10
253,10
254,10
255,10
256,10
257,10
258,10
259,10
260,10
261,10
262,10
263,10
264,10
265,10
266,10
267,10
268,10
269,10
270,10
271,10
272,10
273,10
274,10
275,9
276,9
277,9
278,9
279,9
280,9
281,9
282,9
283,9
284,9
285,9
286,9
287,9
288,9
289,9
290,9
291,9
292,9
293,9
294,9
295,9
296,9
297,9
298,9
299,9
300,9
301,9
302,9
303,9
304,9
305,9
306,9
307,9
308,9
309,9
310,9
311,8
312,8
313,8
314,8
315,8
316,8
317,8
318,8
319,8
320,8
321,8
322,8
323,8
324,8
325,8
326,8
327,8
328,8
329,8
330,8
331,8
332,8
333,8
334,8
335,8
336,8
337,8
338,8
339,8
340,8
341,8
342,8
343,8
344,8
345,8
346,8
347,8
348,8
349,8
350,8
351,8
352,8
353,8
354,8
355,8
356,8
357,8
358,8
